<TIMESTAMP>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1483523040,1067.37,1068.05,1067.37,1068.05,2718.6703487
1483523100,1068.26,1068.3,1068.26,1068.3,2280.9375112
1483523160,1068.3,1069.75,1068.3,1068.8,11866.431681
1483523220,1068.51,1068.8,1068.51,1068.8,777.53294
1483523280,1068.61,1069.58,1068.61,1068.7,5602.341698800001
1483523340,1068.71,1070.0,1068.71,1069.98,1489.0223990999998
1483523400,1068.94,1068.94,1068.93,1068.93,2258.0748682
1483523460,1068.94,1070.0,1068.94,1069.06,1482.3617946
1483523520,1069.06,1070.0,1069.06,1069.99,1133.0342045
1483523580,1069.43,1069.99,1069.43,1069.99,145.46381974
1483523640,1069.99,1070.0,1069.99,1070.0,258.16755109999997
1483523700,1070.0,1070.0,1070.0,1070.0,2832.7656899
1483523760,1070.0,1070.0,1070.0,1070.0,1338.3042762
1483523820,1070.0,1070.0,1070.0,1070.0,1976.8924421
1483523880,1070.0,1070.0,1070.0,1070.0,1231.157301
1483523940,1070.0,1070.0,1069.99,1070.0,89.733299071
1483524000,1070.0,1070.0,1070.0,1070.0,1087.0990279999999
1483524060,1069.99,1070.0,1069.99,1070.0,7450.4575506
1483524120,1069.99,1070.0,1069.99,1070.0,3361.4352135999998
1483524180,1070.0,1070.0,1069.99,1070.0,3082.6648572
1483524240,1070.0,1070.0,1070.0,1070.0,883.028307
1483524300,1069.99,1070.0,1069.99,1070.0,5550.6626558
1483524360,1070.0,1070.0,1070.0,1070.0,2154.8446556999997
1483524420,1069.99,1069.99,1069.99,1069.99,934.2403687000001
1483524480,1070.0,1071.0,1070.0,1071.0,771.76848123
1483524540,1071.0,1071.99,1071.0,1071.09,7187.788179000001
1483524600,1071.1,1071.99,1071.09,1071.99,1007.2465450999999
1483524660,1071.3,1071.99,1071.3,1071.99,3109.5298251
1483524720,1071.99,1072.0,1071.54,1072.0,8658.920412000001
1483524780,1072.0,1072.16,1071.99,1072.16,530.85692313
1483524840,1072.39,1072.49,1072.0,1072.49,2051.84194
1483524900,1072.19,1072.38,1072.09,1072.38,2279.4085695
1483524960,1072.38,1072.55,1072.38,1072.55,637.64526066
1483525020,1072.48,1072.96,1072.48,1072.48,9804.4702823
1483525080,1072.48,1072.96,1072.47,1072.96,2059.7465198
1483525140,1072.47,1072.96,1072.47,1072.96,839.03052304
1483525200,1072.58,1072.98,1072.1,1072.98,16445.920702
1483525260,1072.1,1072.1,1070.93,1070.93,32271.901726
1483525320,1070.78,1072.16,1070.67,1072.16,2854.5283539
1483525380,1070.72,1072.23,1070.6,1072.23,1171.7082639
1483525440,1072.2,1072.92,1072.2,1072.21,8148.6137397
1483525500,1071.67,1072.92,1071.61,1072.92,2221.9181906
1483525560,1071.72,1072.23,1071.72,1072.23,3235.3079344000002
1483525620,1071.86,1072.95,1071.82,1071.84,621.08230873
1483525680,1072.94,1072.94,1071.89,1072.94,124.022301
1483525740,1072.94,1072.94,1072.09,1072.09,261.0946967
1483525800,1072.11,1073.97,1072.11,1073.97,16495.493599
1483525860,1073.81,1073.97,1072.41,1073.96,6036.619822
1483525920,1072.5,1072.5,1072.49,1072.49,303.31688629999996
1483525980,1072.49,1072.49,1072.49,1072.49,5157.4113618
1483526040,1072.5,1074.0,1072.5,1073.9,1555.6925565
1483526100,1072.56,1073.97,1072.56,1073.97,1281.5454152
1483526160,1072.75,1073.15,1072.39,1073.15,14732.184933
1483526220,1072.41,1072.53,1072.24,1072.24,25996.832825
1483526280,1072.26,1072.56,1072.25,1072.56,2029.5127020999998
1483526340,1072.56,1073.28,1072.56,1073.28,969.24843597
1483526400,1072.7,1072.7,1072.5,1072.5,271.16709199999997
1483526460,1072.61,1072.61,1072.25,1072.25,1006.5659695
1483526520,1073.22,1073.22,1072.25,1072.25,3395.3711916
1483526580,1073.23,1073.28,1072.51,1072.51,778.48287597
1483526640,1072.51,1073.5,1072.51,1073.5,2934.9908934
1483526700,1072.51,1073.5,1072.51,1073.5,567.63341825
1483526760,1073.5,1074.0,1072.86,1074.0,2070.8408874
1483526820,1072.89,1074.0,1072.89,1074.0,2146.76
1483526880,1072.89,1074.0,1072.89,1074.0,2146.76
1483526940,1073.28,1074.8,1072.57,1074.35,15343.061459999999
1483527000,1073.66,1074.88,1073.66,1074.88,1622.0747357999999
1483527060,1074.88,1075.0,1074.61,1075.0,60869.92996
1483527120,1075.0,1077.2,1075.0,1077.2,8985.9938838
1483527180,1077.2,1077.39,1077.2,1077.39,331.79461527
1483527240,1077.38,1079.29,1077.38,1079.29,2770.9811296999997
1483527300,1078.72,1079.67,1077.52,1079.67,350.40333096
1483527360,1078.58,1078.58,1078.58,1078.58,0.019576226999999998
1483527420,1078.63,1078.63,1078.53,1078.53,108.56067165
1483527480,1078.53,1079.67,1078.53,1079.67,437.83492225
1483527540,1079.67,1079.99,1079.67,1079.99,8356.8722118
1483527600,1079.99,1080.0,1079.98,1080.0,3378.4530761
1483527660,1079.99,1079.99,1078.97,1079.98,3008.7934054
1483527720,1079.99,1080.1,1079.99,1080.1,12291.353025
1483527780,1080.1,1080.1,1080.1,1080.1,5788.9463971000005
1483527840,1080.1,1080.1,1080.1,1080.1,13206.674813
1483527900,1080.1,1081.15,1080.1,1081.15,3417.2677774000003
1483527960,1080.9,1083.95,1080.9,1083.94,3392.9764523000003
1483528020,1083.94,1087.34,1083.94,1087.34,10147.309863
1483528080,1087.37,1087.37,1084.99,1085.01,3453.2537647
1483528140,1085.1,1085.18,1085.09,1085.18,5763.4504339
1483528200,1085.13,1085.15,1085.07,1085.11,7869.464420199999
1483528260,1085.08,1085.09,1083.05,1084.74,3543.5184535999997
1483528320,1083.39,1085.23,1083.39,1085.23,6654.9834242
1483528380,1085.15,1085.24,1083.49,1085.23,3471.9349735
1483528440,1085.23,1086.39,1085.23,1086.38,4383.9049279
1483528500,1086.39,1086.39,1086.38,1086.39,4505.3505235
1483528560,1086.4,1086.4,1086.39,1086.39,924.43443518
1483528620,1086.4,1086.4,1086.39,1086.4,4064.9885552
1483528680,1086.4,1087.37,1086.4,1086.59,1761.7489643
1483528740,1086.75,1087.37,1086.75,1087.37,7570.795817199999
1483528800,1087.36,1087.37,1087.01,1087.36,1343.1966453
1483528860,1087.1,1087.37,1087.01,1087.01,588.02871193
1483528920,1087.37,1089.86,1087.08,1089.86,17414.102594
1483528980,1089.94,1090.0,1087.65,1090.0,8884.98744
1483529040,1089.99,1090.0,1089.15,1089.97,2175.4300449
1483529100,1089.98,1089.99,1089.55,1089.92,1585.1421511
1483529160,1089.8,1090.0,1089.58,1090.0,8856.1656255
1483529220,1089.97,1089.97,1089.68,1089.68,4154.932135499999
1483529280,1089.7,1089.7,1087.1,1087.1,15465.517122
1483529340,1087.78,1087.98,1087.68,1087.86,567.79777361
1483529400,1087.46,1088.0,1087.27,1087.28,16470.477328999998
1483529460,1087.96,1088.0,1087.28,1088.0,39929.350787999996
1483529520,1087.98,1088.0,1087.05,1087.98,7156.492220199999
1483529580,1087.69,1087.91,1087.28,1087.28,139.2823644
1483529640,1087.37,1087.37,1087.27,1087.27,3512.182638
1483529700,1087.27,1088.0,1087.21,1087.97,3943.5501553999998
1483529760,1088.0,1088.0,1083.62,1086.98,36588.920021
1483529820,1086.97,1086.97,1080.0,1086.48,34944.950778
1483529880,1085.05,1086.49,1077.83,1084.03,37398.550267
1483529940,1084.03,1084.1,1079.38,1083.47,20862.061607
1483530000,1080.83,1083.3,1075.77,1082.31,9532.538935100001
1483530060,1082.35,1082.35,1080.31,1082.05,4850.6545875
1483530120,1081.86,1082.22,1078.06,1078.06,7339.1759386
1483530180,1079.47,1080.41,1076.0,1079.44,21113.204206
1483530240,1080.0,1080.8,1075.18,1079.88,14593.247856999998
1483530300,1079.77,1079.77,1078.04,1079.45,661.26132641
1483530360,1079.17,1080.11,1079.17,1080.11,4041.0382888999998
1483530420,1080.04,1080.75,1080.02,1080.75,323.0814977
1483530480,1080.75,1080.75,1078.44,1080.23,6108.5618163
1483530540,1080.23,1080.24,1080.02,1080.23,1431.9894502999998
1483530600,1080.04,1080.68,1075.51,1080.68,6332.194825500001
1483530660,1080.08,1080.91,1079.95,1080.91,1144.8612177
1483530720,1080.89,1080.91,1080.89,1080.91,179.5711783
1483530780,1080.91,1082.49,1080.91,1082.49,8397.4702251
1483530840,1082.35,1082.79,1082.26,1082.52,1960.9542188
1483530900,1082.51,1082.51,1082.51,1082.51,3277.2015991
1483530960,1082.5,1082.51,1082.5,1082.51,1265.1828684
1483531020,1083.26,1084.93,1083.26,1084.92,1480.6027804999999
1483531080,1083.91,1084.63,1083.91,1084.63,244.15013528
1483531140,1083.91,1084.62,1083.91,1084.62,1276.8144820999999
1483531200,1084.63,1084.77,1084.63,1084.76,6604.323502499999
1483531260,1084.75,1084.75,1080.86,1080.86,3743.5918482
1483531320,1081.47,1081.47,1075.15,1080.39,11737.670363
1483531380,1080.43,1081.15,1080.43,1080.78,5905.5814133
1483531440,1080.77,1080.81,1078.78,1080.81,9729.338800799998
1483531500,1081.04,1081.15,1081.04,1081.15,2080.4804743
1483531560,1080.82,1081.3,1080.65,1081.24,4687.919745499999
1483531620,1081.21,1082.57,1081.21,1082.57,3906.0125046999997
1483531680,1082.46,1083.78,1082.39,1083.76,3982.5676125
1483531740,1083.76,1084.99,1083.76,1084.99,6136.847984
1483531800,1084.99,1085.43,1084.98,1085.22,1491.3111882
1483531860,1085.25,1087.18,1085.24,1087.18,6677.8159479
1483531920,1086.53,1087.43,1086.53,1087.26,22639.280803
1483531980,1087.54,1088.26,1087.51,1088.26,14497.038681
1483532040,1088.26,1089.26,1088.26,1088.6,9502.0375528
1483532100,1088.66,1089.98,1088.66,1089.71,4265.4965067
1483532160,1088.71,1089.93,1085.66,1088.0,9080.4116479
1483532220,1087.48,1088.5,1087.48,1088.13,2501.6253753
1483532280,1087.99,1088.24,1087.99,1088.0,11880.465669
1483532340,1087.99,1090.0,1087.99,1089.57,2031.2443415
1483532400,1089.92,1090.07,1089.92,1090.07,12083.43312
1483532460,1090.08,1090.9,1090.05,1090.83,8802.1846487
1483532520,1090.74,1092.09,1090.74,1092.08,13375.331540000001
1483532580,1092.25,1092.72,1091.57,1092.59,2055.2122064
1483532640,1091.97,1092.72,1091.97,1092.72,3585.1974313
1483532700,1092.72,1093.77,1092.72,1093.77,3117.5296239
1483532760,1092.73,1092.73,1092.48,1092.48,329.7613675
1483532820,1092.4,1092.55,1091.55,1092.55,6293.570854
1483532880,1092.95,1092.97,1092.73,1092.78,5244.4879871
1483532940,1091.65,1092.65,1091.65,1092.65,6241.798930399999
1483533000,1092.67,1093.77,1092.66,1093.77,19154.187041
1483533060,1092.73,1094.58,1092.73,1094.58,32929.457552
1483533120,1094.06,1095.88,1094.06,1095.88,32895.164114
1483533180,1094.25,1096.46,1094.25,1096.46,33553.619341000005
1483533240,1094.3,1096.68,1094.3,1096.42,33908.730554
1483533300,1094.42,1095.98,1094.42,1095.0,8076.7014016
1483533360,1094.44,1095.0,1094.42,1094.73,1931.9974393
1483533420,1094.43,1094.85,1094.18,1094.18,4941.1504024
1483533480,1094.6,1095.0,1094.6,1094.86,3564.265049
1483533540,1094.86,1095.46,1094.76,1095.46,8811.599976000001
1483533600,1095.31,1095.55,1095.31,1095.41,4560.1140268
1483533660,1095.41,1096.0,1094.91,1096.0,12773.960411
1483533720,1095.64,1095.95,1095.15,1095.15,6397.2044399
1483533780,1095.74,1095.94,1095.74,1095.82,1550.6832877999998
1483533840,1095.83,1095.85,1095.83,1095.85,1128.760554
1483533900,1095.85,1095.95,1094.51,1095.17,3363.1325857
1483533960,1095.94,1096.0,1095.94,1096.0,22898.456237000002
1483534020,1096.0,1096.42,1094.68,1094.68,23883.61618
1483534080,1096.4,1096.49,1094.52,1095.49,12044.041469
1483534140,1094.63,1095.86,1094.63,1095.86,369.03381159
1483534200,1094.87,1095.38,1094.86,1095.38,1481.5660025999998
1483534260,1095.38,1095.39,1094.62,1094.62,2813.2738515
1483534320,1094.98,1095.0,1094.77,1095.0,3149.2546708
1483534380,1095.15,1095.34,1094.79,1095.34,5251.5186412
1483534440,1095.2,1096.57,1092.56,1092.56,17042.641889
1483534500,1094.54,1095.37,1093.06,1095.37,1446.3860326
1483534560,1094.58,1095.49,1094.21,1094.9,3737.4929251000003
1483534620,1094.9,1095.55,1094.9,1095.03,3236.6911258
1483534680,1094.89,1095.32,1094.29,1094.88,7839.468081899999
1483534740,1094.88,1094.91,1094.64,1094.91,2687.8873254
1483534800,1094.75,1094.9,1094.35,1094.9,4956.143206399999
1483534860,1094.22,1094.87,1094.16,1094.16,3963.7036891000002
1483534920,1094.82,1095.71,1094.82,1095.39,21663.395623
1483534980,1095.49,1095.49,1094.06,1094.99,8009.9138522
1483535040,1094.97,1094.99,1094.35,1094.98,6169.1293372
1483535100,1094.98,1095.0,1094.98,1094.98,13598.917822
1483535160,1094.98,1095.0,1094.98,1094.98,13008.164081
1483535220,1094.98,1095.0,1094.98,1095.0,3898.2273066
1483535280,1095.0,1095.36,1095.0,1095.36,4891.074118199999
1483535340,1095.36,1095.36,1095.0,1095.0,1197.1635938
1483535400,1095.34,1095.35,1095.33,1095.33,1072.0811049000001
1483535460,1095.34,1095.34,1095.3,1095.3,2037.0443242
1483535520,1095.3,1095.31,1095.3,1095.31,3868.8613303
1483535580,1095.33,1095.33,1095.31,1095.31,4179.8493052
1483535640,1095.31,1095.31,1095.3,1095.3,1065.3184302000002
1483535700,1095.3,1095.33,1095.06,1095.06,4321.9342005
1483535760,1095.33,1095.33,1095.0,1095.3,4296.8757675
1483535820,1095.29,1095.33,1095.0,1095.01,3084.0352749000003
1483535880,1095.24,1095.25,1095.0,1095.0,3231.0000206
1483535940,1095.23,1095.25,1095.19,1095.19,756.8183697000001
1483536000,1095.24,1095.25,1095.24,1095.25,4188.591147
1483536060,1095.23,1095.29,1095.07,1095.28,9730.456153799998
1483536120,1095.28,1095.29,1094.85,1095.29,6108.6459877
1483536180,1094.7,1095.34,1094.37,1094.63,3679.1880994999997
1483536240,1095.3,1095.3,1093.18,1093.83,21724.595802
1483536300,1094.39,1095.23,1093.53,1095.18,9372.638202099999
1483536360,1094.9,1095.25,1094.9,1095.14,2570.301352
1483536420,1095.15,1095.25,1095.15,1095.15,2887.2767195
1483536480,1095.15,1095.15,1092.53,1093.93,29954.286689999997
1483536540,1093.16,1093.92,1092.0,1093.87,13691.831452
1483536600,1093.85,1093.86,1092.8,1092.94,13967.717733000001
1483536660,1092.81,1092.94,1090.13,1092.85,23516.148424000003
1483536720,1092.82,1094.0,1092.79,1092.81,5336.245744
1483536780,1092.79,1092.93,1092.78,1092.89,1347.2369897
1483536840,1092.9,1092.95,1092.35,1092.91,18522.848947
1483536900,1092.95,1093.0,1090.51,1092.89,20182.595425
1483536960,1092.6,1092.6,1089.36,1092.02,37830.33453
1483537020,1092.01,1092.01,1080.01,1088.89,93441.908882
1483537080,1088.89,1089.0,1083.34,1087.75,48576.403924
1483537140,1087.72,1089.0,1081.01,1087.94,45773.535644
1483537200,1087.94,1087.94,1083.41,1087.63,34050.810794
1483537260,1087.54,1087.64,1084.0,1087.45,34768.14226
1483537320,1087.38,1088.0,1085.0,1086.0,33822.194318
1483537380,1087.85,1088.36,1086.0,1088.36,33242.609957
1483537440,1087.76,1088.73,1087.66,1088.73,33785.136343
1483537500,1088.68,1093.73,1088.0,1092.25,33467.243947
1483537560,1089.6,1092.29,1089.6,1092.28,11481.778336
1483537620,1091.71,1091.71,1088.01,1089.48,8170.0490036
1483537680,1089.48,1090.78,1089.47,1090.74,13929.745529
1483537740,1090.25,1090.86,1089.5,1090.86,2506.9410325999997
1483537800,1090.72,1090.98,1089.59,1090.98,3758.8109674999996
1483537860,1090.97,1091.0,1089.5,1090.84,8618.271557600001
1483537920,1089.5,1091.66,1088.0,1091.66,5387.3507609
1483537980,1091.66,1093.74,1091.66,1093.74,2729.5815971
1483538040,1093.74,1095.09,1093.74,1095.09,4408.003765300001
1483538100,1095.09,1095.1,1094.64,1094.81,4843.2731674
1483538160,1095.1,1095.32,1095.1,1095.32,7784.294854899999
1483538220,1095.31,1095.33,1091.19,1095.25,4629.5336626
1483538280,1094.61,1095.34,1092.15,1093.5,12227.64116
1483538340,1093.12,1095.0,1093.12,1094.99,1024.0602342
1483538400,1094.99,1095.0,1092.25,1092.25,14825.989378
1483538460,1093.44,1093.44,1093.0,1093.07,6150.4637409
1483538520,1093.08,1095.34,1093.08,1095.34,11116.623548
1483538580,1094.8,1095.37,1093.43,1095.33,663.6480611000001
1483538640,1094.97,1095.66,1094.9,1095.66,3166.2373537
1483538700,1094.57,1095.35,1094.5,1095.35,4378.6196874
1483538760,1095.35,1095.35,1090.0,1090.0,20685.446122
1483538820,1090.0,1090.46,1085.41,1085.78,20637.90249
1483538880,1085.46,1086.6,1085.44,1085.51,18800.597916
1483538940,1085.51,1085.51,1079.9,1079.9,45587.462012
1483539000,1079.9,1079.9,1078.0,1078.1,11480.808566
1483539060,1078.1,1078.11,1075.0,1075.0,41449.381838
1483539120,1075.01,1075.01,1065.0,1065.91,61464.356155999994
1483539180,1066.0,1069.35,1065.86,1069.29,21540.588669999997
1483539240,1068.16,1075.0,1068.15,1074.99,13109.506681
1483539300,1075.0,1077.98,1075.0,1077.98,5048.023467399999
1483539360,1077.98,1085.34,1077.98,1081.84,10253.363439
1483539420,1082.55,1085.18,1082.55,1085.18,7870.4683273
1483539480,1084.05,1086.46,1083.96,1084.09,5153.7167107000005
1483539540,1084.04,1084.05,1078.9,1082.07,13227.22263
1483539600,1081.48,1081.48,1077.96,1078.53,10377.927778
1483539660,1079.32,1080.0,1079.32,1080.0,5571.556214
1483539720,1080.0,1083.3,1080.0,1083.3,4794.3968123
1483539780,1083.35,1083.74,1082.06,1082.06,6060.566561399999
1483539840,1083.75,1083.79,1083.75,1083.79,7332.1137589
1483539900,1083.8,1083.8,1083.79,1083.8,3223.7186323
1483539960,1083.8,1083.8,1083.79,1083.79,2313.5375616
1483540020,1083.8,1083.8,1083.75,1083.75,6344.31191
1483540080,1083.75,1083.75,1083.74,1083.74,2345.3990125
1483540140,1083.75,1083.8,1083.75,1083.8,6927.487235
1483540200,1083.75,1084.2,1083.74,1084.2,17253.517969
1483540260,1083.78,1086.72,1083.78,1086.72,38116.330776999996
1483540320,1085.96,1089.5,1085.96,1089.5,38940.389583
1483540380,1086.88,1089.8,1086.88,1087.76,34810.800765
1483540440,1087.89,1089.8,1087.75,1087.94,32995.819792
1483540500,1087.95,1090.0,1087.95,1088.21,33857.205425
1483540560,1088.21,1090.0,1088.21,1088.69,34068.280810000004
1483540620,1088.7,1092.2,1088.7,1092.18,36010.724827
1483540680,1092.19,1094.8,1091.63,1094.55,30111.443625
1483540740,1092.8,1093.28,1092.61,1092.71,10728.746677
1483540800,1092.71,1092.71,1092.7,1092.7,3123.6479443000003
1483540860,1092.71,1094.5,1092.49,1092.49,42523.329601
1483540920,1094.43,1094.47,1094.0,1094.0,9215.9750219
1483540980,1094.0,1094.0,1093.12,1093.12,16784.320149
1483541040,1093.2,1093.98,1093.12,1093.12,2926.1422782
1483541100,1093.19,1093.27,1092.69,1092.69,10809.500392
1483541160,1093.45,1093.99,1093.18,1093.99,6177.3536816000005
1483541220,1093.9,1094.0,1092.98,1092.99,18679.414182
1483541280,1093.99,1093.99,1091.34,1093.76,22374.158079
1483541340,1093.78,1093.79,1090.26,1092.73,3379.8334482
1483541400,1092.73,1092.92,1090.3,1090.36,9585.758069200001
1483541460,1092.66,1092.79,1088.89,1088.89,9808.923689899999
1483541520,1090.88,1090.88,1087.95,1088.54,2477.6292783000004
1483541580,1089.25,1089.26,1088.87,1088.96,6603.1111087
1483541640,1088.95,1091.56,1088.95,1091.32,6126.554892800001
1483541700,1091.55,1092.98,1088.16,1089.28,13764.91235
1483541760,1089.7,1089.9,1089.66,1089.7,822.39787381
1483541820,1089.68,1089.68,1087.41,1089.49,8663.787538600001
1483541880,1089.49,1089.5,1089.41,1089.41,3178.3581094
1483541940,1089.46,1089.46,1089.41,1089.41,4819.470321
1483542000,1089.41,1089.7,1089.41,1089.7,6853.3286972000005
1483542060,1089.7,1092.47,1089.7,1092.47,2149.9958960999998
1483542120,1092.45,1094.03,1092.45,1094.03,8807.267843200001
1483542180,1094.02,1094.48,1092.8,1094.47,5329.579266
1483542240,1093.25,1094.46,1093.14,1094.46,3364.1227393
1483542300,1093.8,1093.8,1093.13,1093.49,9180.1861639
1483542360,1093.49,1093.49,1093.49,1093.49,2572.4461599
1483542420,1093.5,1093.5,1093.49,1093.5,1372.3579481
1483542480,1093.5,1093.5,1093.26,1093.26,7368.8126520999995
1483542540,1093.45,1094.49,1093.25,1093.41,7207.420963500001
1483542600,1093.41,1093.41,1092.53,1093.09,1157.6849654
1483542660,1092.81,1093.39,1092.81,1093.22,1615.3041660000001
1483542720,1093.21,1093.4,1093.21,1093.4,11447.228826999999
1483542780,1093.22,1094.49,1090.85,1092.98,38355.851852
1483542840,1092.6,1092.6,1091.42,1092.11,1349.3298109999998
1483542900,1092.11,1092.24,1092.0,1092.0,5838.388999700001
1483542960,1092.07,1092.08,1092.07,1092.08,5839.6065424
1483543020,1092.08,1092.1,1092.08,1092.09,7147.172618800001
1483543080,1092.09,1092.09,1090.84,1090.84,7800.7353015
1483543140,1090.85,1091.2,1090.03,1090.03,5446.083736399999
1483543200,1091.2,1092.0,1090.79,1091.7,5294.2387835
1483543260,1091.8,1092.0,1091.8,1091.91,1680.1076270999997
1483543320,1091.91,1092.0,1091.91,1092.0,7124.5654529
1483543380,1091.99,1092.41,1091.99,1092.41,13394.433087000001
1483543440,1092.4,1092.4,1092.0,1092.0,3240.1169433
1483543500,1092.01,1092.01,1092.01,1092.01,4561.32577
1483543560,1092.01,1092.47,1090.63,1090.63,8531.6692268
1483543620,1091.19,1092.23,1091.19,1092.01,7173.9003464
1483543680,1092.09,1092.1,1092.08,1092.08,2704.5226598
1483543740,1092.06,1092.06,1091.38,1092.06,3948.7344706
1483543800,1092.05,1092.09,1092.05,1092.09,5752.7715838
